label,content,prov,level
text,(a) Real world tasks visualization,"[{'page_no': 6, 'bbox': {'l': 244.236, 't': 588.767, 'r': 367.766, 'b': 581.07, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 34.0]}]",
text,Out-of-distribution tasks,"[{'page_no': 6, 'bbox': {'l': 355.873, 't': 578.11, 'r': 424.766, 'b': 572.136, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 25.0]}]",
text,In-distribution tasks,"[{'page_no': 6, 'bbox': {'l': 176.274, 't': 578.11, 'r': 232.847, 'b': 572.136, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 21.0]}]",
text,(b) Quantitative evaluation.,"[{'page_no': 6, 'bbox': {'l': 256.076, 't': 517.738, 'r': 355.926, 'b': 510.041, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 28.0]}]",
text,"base LLaMA-8B ( +58.4% ). Even in long-term tasks such as Stack Blocks and Empty Container , LLaMA-8B trained with BLAZER outperforms LLaMA-70B in Stack Blocks by 14% and is almost on par with it on the Empty Container task. We notice that LLaMA-70B shows remarkable results with our detailed prompt, outperforming Code-as-Policy and VoxPoser, and proving the strength of our baseline. The MALMM multi-agent framework still surpasses LLaMA70B due to its multistep failure detection and correction approach, although it still falls short of our agent.","[{'page_no': 6, 'bbox': {'l': 54.0, 't': 441.664, 'r': 298.801, 'b': 325.127, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 550.0]}]",
text,"Interestingly, we also note that zero-shot usage of LLaMA8B results in unsatisfactory performance (avg. 25.3% success). In particular, for Stack Blocks and Empty Container , LLaMA-8B often fails to generate valid control commands, even for a single episode in Stack Blocks . In contrast, LLaMA-70B successfully handles most tasks. This result is consistent with recent studies on long-context generation in large language models [47], [48]. Ultimately, the ability of LLaMA-70B to provide more successful examples for D BLAZER justifies its usage as LLMboot.","[{'page_no': 6, 'bbox': {'l': 54.0, 't': 321.494, 'r': 298.801, 'b': 204.471, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 558.0]}]",
text,"Perception impact. We now evaluate the robustness of BLAZER to a more realistic setup with visual observations replacing ground truth object states. We employ our visionbased pipeline (Section III-C) to process input views for simulated tasks in Table I, and obtain ˜ Σ E , which we use as input for LLMs. For fair comparison, we equip LLaMA-70B and the base LLaMA-8B as well as BLAZER with the same vision pipeline and report results in Figure 4. We observe that even with the noisy state estimation of our vision pipeline, LLaMA-8B trained with BLAZER still outperforms alternatives. In particular, the gain with respect to LLaMA-70B ( +15% ) is even higher than when providing the ground truth","[{'page_no': 6, 'bbox': {'l': 54.0, 't': 198.85400000000004, 'r': 298.801, 'b': 58.39099999999996, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 696.0]}]",
text,"Σ E ( +6.2% , see Table I). This shows the robustness to noise in the policies generated with LLMs trained with BLAZER.","[{'page_no': 6, 'bbox': {'l': 313.2, 't': 441.664, 'r': 558.001, 'b': 420.769, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 119.0]}]",
section_header,C. Robot experiments,"[{'page_no': 6, 'bbox': {'l': 313.2, 't': 409.127, 'r': 402.545, 'b': 400.539, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 20.0]}]",1.0
text,We next deploy BLAZER in the real robot setup and compare its performance to LLaMA-70B baseline while using the same vision pipeline for both methods.,"[{'page_no': 6, 'bbox': {'l': 313.2, 't': 393.158, 'r': 558.001, 'b': 360.695, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 150.0]}]",
text,"Generalization capabilities. We use 9 additional tasks, shown in Figure 5a, to assess the transferability of BLAZER to real manipulation scenarios. We first consider Indistribution tasks that resemble the Stack Blocks , Put Block , and Rubbish in Bin tasks in Figure 3. We use these tasks to quantify the transfer of tasks in T in real-world deployment. We also propose 6 new Out-of-distribution tasks, different from those in T : Block in Right/Left Basket , Sweet/Sour Fruit in Bowl , Fruit in Closest Basket , Cup on Colored Object , Jar in Bin , and Case on Target . By testing these tasks, we aim to demonstrate the ability of BLAZER to solve tasks beyond those in T . We average results over 10 episodes for each task, replacing generic attributes in the task description (e.g. 'colored', 'sweet/sour') with precise values (e.g. 'red', 'sour'), randomized for each episode. From the results in Table 5b, we show that our LLM agent trained with BLAZER still outperforms the baseline , proving that the capabilities of tasks in T transfer successfully to the real world. In particular, for in-distribution tasks, we notice a higher Stack Blocks performance, that was suboptimal in Figure 4. We speculate that the performance in simulation could have been influenced mainly by the presence of distractor elements (see Figure 3). For out-of-distribution tasks, we beat LLaMA-70B on 5 tasks out of 6, ultimately proving that the benefits of BLAZER training transfer to new task in real world settings.","[{'page_no': 6, 'bbox': {'l': 313.2, 't': 354.271, 'r': 558.001, 'b': 58.40700000000004, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 1502.0]}]",
text,Start,"[{'page_no': 7, 'bbox': {'l': 49.299, 't': 626.069, 'r': 61.118, 'b': 595.278, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 5.0]}]",
text,End,"[{'page_no': 7, 'bbox': {'l': 49.299, 't': 514.642, 'r': 61.118, 'b': 496.163, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 3.0]}]",
text,Count the number of animals and,"[{'page_no': 7, 'bbox': {'l': 78.611, 't': 705.033, 'r': 177.112, 'b': 699.123, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 31.0]}]",
text,place the correct numbered block,"[{'page_no': 7, 'bbox': {'l': 77.071, 't': 698.425, 'r': 178.649, 'b': 692.516, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 32.0]}]",
text,in the basket.,"[{'page_no': 7, 'bbox': {'l': 104.798, 't': 691.817, 'r': 147.895, 'b': 685.908, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 14.0]}]",
text,We are X. Pick a cross block,"[{'page_no': 7, 'bbox': {'l': 329.592, 't': 705.033, 'r': 415.781, 'b': 699.123, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 28.0]}]",
text,from the blue notebook and place,"[{'page_no': 7, 'bbox': {'l': 323.43, 't': 698.425, 'r': 425.009, 'b': 692.516, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 32.0]}]",
text,it in the empty tic-tac-toe cell,"[{'page_no': 7, 'bbox': {'l': 323.43, 't': 691.817, 'r': 425.009, 'b': 685.908, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 32.0]}]",
text,that gives an immediate win for,"[{'page_no': 7, 'bbox': {'l': 324.971, 't': 685.21, 'r': 423.472, 'b': 679.3, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 31.0]}]",
text,X.,"[{'page_no': 7, 'bbox': {'l': 369.642, 't': 678.602, 'r': 375.803, 'b': 672.693, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,Make the stuffed animal win the,"[{'page_no': 7, 'bbox': {'l': 448.067, 't': 705.032, 'r': 543.49, 'b': 699.123, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 31.0]}]",
text,race.,"[{'page_no': 7, 'bbox': {'l': 488.117, 't': 698.424, 'r': 503.513, 'b': 692.515, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 5.0]}]",
text,Complete the equation by placing,"[{'page_no': 7, 'bbox': {'l': 199.743, 't': 701.729, 'r': 298.244, 'b': 695.82, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 32.0]}]",
text,the correct block on the target.,"[{'page_no': 7, 'bbox': {'l': 199.743, 't': 695.121, 'r': 298.244, 'b': 689.212, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 32.0]}]",
text,Count Animals,"[{'page_no': 7, 'bbox': {'l': 92.015, 't': 735.454, 'r': 160.62, 'b': 725.314, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 13.0]}]",
text,Win Tic-tac-toe,"[{'page_no': 7, 'bbox': {'l': 332.801, 't': 735.454, 'r': 411.959, 'b': 725.314, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 15.0]}]",
text,Animal Race,"[{'page_no': 7, 'bbox': {'l': 467.01, 't': 735.454, 'r': 525.061, 'b': 725.314, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 11.0]}]",
text,Solve Equation,"[{'page_no': 7, 'bbox': {'l': 211.627, 't': 735.454, 'r': 285.508, 'b': 725.314, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 14.0]}]",
text,"Qualitative examples. To further evaluate the generalization abilities of BLAZER, we present it with four tasks that require high-level reasoning. As in previous experiments in Fig. 5b, we use BLAZER trained in simulation on T tasks together with the vision pipeline described in Section III-C. Specifically, we employ numbered blocks to test math capabilities in the Count Animals and Solve Equation tasks, game strategic planning in Win Tic-tac-toe , and contextual awareness in Animal Race . We provide qualitative results of BLAZER for these tasks in Figure 6. As can be seen, BLAZER can successfully solve tasks that require highlevel reasoning while being substantially different from the training tasks T . Videos illustrating execution of these tasks can be found on the project website [1].","[{'page_no': 7, 'bbox': {'l': 54.0, 't': 384.348, 'r': 298.801, 'b': 219.99, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 799.0]}]",
section_header,D. Ablation studies,"[{'page_no': 7, 'bbox': {'l': 54.0, 't': 208.76800000000003, 'r': 134.149, 'b': 200.18000000000006, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 19.0]}]",1.0
text,"In this section, we propose ablation studies. First, we study the impact of changing the number of per-task training samples N that we use for training LLMBLAZER. Second, we analyze if smaller models are compatible with BLAZER.","[{'page_no': 7, 'bbox': {'l': 54.0, 't': 192.971, 'r': 298.801, 'b': 148.55399999999997, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 227.0]}]",
text,"Training dataset size. In BLAZER, we can generate arbitrarily large datasets of training samples. To understand the impact of the data scale, we train LLaMA-8B with BLAZER on 4 different datasets generated automatically, containing 500, 1000, 2000, and 4000 samples per task ( N ). We report in Figure 7 (left) the average results across the 9 tasks in simulation that we use in Table I. From our results,","[{'page_no': 7, 'bbox': {'l': 54.0, 't': 139.07799999999997, 'r': 298.801, 'b': 58.40700000000004, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 405.0]}]",
text,0.5K1K,"[{'page_no': 7, 'bbox': {'l': 345.952, 't': 298.195, 'r': 367.917, 'b': 291.263, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 6.0]}]",
text,2K,"[{'page_no': 7, 'bbox': {'l': 383.108, 't': 298.195, 'r': 390.795, 'b': 291.263, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,4K,"[{'page_no': 7, 'bbox': {'l': 428.864, 't': 298.195, 'r': 436.551, 'b': 291.263, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,Number of samples,"[{'page_no': 7, 'bbox': {'l': 360.12, 't': 290.738, 'r': 425.212, 'b': 283.806, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 17.0]}]",
text,60,"[{'page_no': 7, 'bbox': {'l': 329.017, 't': 304.493, 'r': 336.585, 'b': 297.562, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,70,"[{'page_no': 7, 'bbox': {'l': 329.017, 't': 323.153, 'r': 336.585, 'b': 316.221, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,80,"[{'page_no': 7, 'bbox': {'l': 329.017, 't': 341.812, 'r': 336.585, 'b': 334.88, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,90,"[{'page_no': 7, 'bbox': {'l': 329.017, 't': 360.471, 'r': 336.585, 'b': 353.539, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,100,"[{'page_no': 7, 'bbox': {'l': 325.232, 't': 379.13, 'r': 336.584, 'b': 372.198, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 3.0]}]",
text,Success rate (%),"[{'page_no': 7, 'bbox': {'l': 316.769, 't': 366.569, 'r': 323.701, 'b': 310.509, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 16.0]}]",
text,72.2,"[{'page_no': 7, 'bbox': {'l': 341.234, 't': 338.383, 'r': 356.37, 'b': 330.461, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,82.7,"[{'page_no': 7, 'bbox': {'l': 356.498, 't': 357.364, 'r': 371.634, 'b': 349.442, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,83.2,"[{'page_no': 7, 'bbox': {'l': 379.376, 't': 358.297, 'r': 394.512, 'b': 350.375, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,83.7,"[{'page_no': 7, 'bbox': {'l': 424.315, 't': 359.23, 'r': 441.097, 'b': 351.308, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,83.7,"[{'page_no': 7, 'bbox': {'l': 425.132, 't': 359.23, 'r': 440.268, 'b': 351.308, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,Impact of,"[{'page_no': 7, 'bbox': {'l': 370.573, 't': 385.66, 'r': 409.002, 'b': 376.748, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 9.0]}]",
text,N,"[{'page_no': 7, 'bbox': {'l': 409.001, 't': 385.66, 'r': 414.723, 'b': 376.748, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 1.0]}]",
text,1B,"[{'page_no': 7, 'bbox': {'l': 457.386, 't': 298.195, 'r': 465.252, 'b': 291.263, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,3B,"[{'page_no': 7, 'bbox': {'l': 480.264, 't': 298.195, 'r': 488.13, 'b': 291.263, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,8B,"[{'page_no': 7, 'bbox': {'l': 537.459, 't': 298.195, 'r': 545.325, 'b': 291.263, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,Parameter size,"[{'page_no': 7, 'bbox': {'l': 476.166, 't': 290.738, 'r': 526.527, 'b': 283.806, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 14.0]}]",
text,63.5,"[{'page_no': 7, 'bbox': {'l': 466.42, 't': 312.199, 'r': 481.557, 'b': 304.277, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,84.9,"[{'page_no': 7, 'bbox': {'l': 475.805, 't': 361.469, 'r': 492.587, 'b': 353.547, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,83.2,"[{'page_no': 7, 'bbox': {'l': 533.817, 't': 358.297, 'r': 548.953, 'b': 350.375, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,Impact of model size,"[{'page_no': 7, 'bbox': {'l': 461.468, 't': 385.52, 'r': 541.255, 'b': 376.608, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 20.0]}]",
text,"it is evident that the size of N significantly impacts the efficacy of the trained LLMBLAZER, with a substantial loss of performance when N = 500 (success rate 72.2% ). However, we also noticed diminishing returns at the increase of N . In particular, we noticed that the performance doubling N from 2000 to 4000 is only +0.5% , so we have chosen N = 2000 in the paper to shorten training times. In conclusion, we advocate that although BLAZER is effective in exploiting the synthetically generated data, more strategies may be needed to increase accuracy beyond saturation.","[{'page_no': 7, 'bbox': {'l': 313.2, 't': 174.87400000000002, 'r': 558.004, 'b': 58.40700000000004, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 574.0]}]",
text,"Model size. Within BLAZER, we finetune a small model (LLaMA-8B) and use a larger one for data generation (LLaMA-70B). We aim to understand whether even smaller models can be trained with BLAZER, to enable applications on edge devices with low computational resources. To do so, we trained LLaMA-3.2 1B and LLaMA-3.2 3B [49] with BLAZER and compared it with our finetuned LLaMA-8B used for all other experiments. All models use data generated by LLaMA-70B as LLMboot. We present results in Figure 7 (right). The usage of the 3B and 1B models still results in remarkable performance. Interestingly, LLaMA-3.2 3B achieves 84.9% as average success rate, even marginally higher than LLaMA-8B ( 83.2% ). Please note that LLaMA3.2 is a different release from LLaMA-8B (3.1), therefore, we attribute the higher performance to the superior data quality used for the 3.2 LLaMA release [49]. This shows that even a compact model used as LLMBLAZER can result in competitive performance with state-of-the-art zero-shot manipulation methods based on LLMs. Conversely, the 1B model yields lower successes (63.5%), but still beats some baselines in Table I with a very limited number of parameters. This shows further flexibility of BLAZER in model size for applications with significant computational constraints.","[{'page_no': 8, 'bbox': {'l': 54.0, 't': 736.837, 'r': 298.805, 'b': 464.883, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 1298.0]}]",
section_header,V. CONCLUSIONS,"[{'page_no': 8, 'bbox': {'l': 138.194, 't': 454.375, 'r': 214.615, 'b': 445.823, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 14.0]}]",1.0
text,"In this paper, we introduced BLAZER, a method for finetuning standard LLMs to obtain specialized agents for robotic manipulation. We demonstrated the efficacy of BLAZER in both simulated and real environments and evaluated its generalization performance on different tasks beyond those used for training. We believe that our work will encourage further research on the usage of pretrained LLMs for robotics-oriented tasks. While BLAZER currently exploits only positive demonstrations for supervised finetuning, future work can benefit from both positive and negative samples to learn more accurate manipulation models. Indeed, unsuccessful episodes generated by our method in simulation could be used for more advanced post-training techniques such as Direct Preference Optimization (DPO) [50], that are able to exploit preference pairs including negative examples.","[{'page_no': 8, 'bbox': {'l': 54.0, 't': 439.014, 'r': 298.801, 'b': 263.08899999999994, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 865.0]}]",
section_header,REFERENCES,"[{'page_no': 8, 'bbox': {'l': 148.505, 't': 252.58100000000002, 'r': 204.302, 'b': 244.029, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 10.0]}]",1.0
list_item,"'BLAZER project webpage,' https://blazer-llm-agent.github.io/. 1, 7","[{'page_no': 8, 'bbox': {'l': 57.985, 't': 236.22199999999998, 'r': 297.12, 'b': 229.38, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 71.0]}]",
list_item,"M. J. Kim et al. , 'OpenVLA: An open-source vision-language-action model,' arXiv , 2024. 1, 2","[{'page_no': 8, 'bbox': {'l': 57.985, 't': 227.37400000000002, 'r': 298.802, 'b': 211.42200000000003, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 97.0]}]",
list_item,"P. Intelligence et al. , ' π 0.5: a vision-language-action model with openworld generalization,' arXiv , 2025. 1, 2","[{'page_no': 8, 'bbox': {'l': 57.985, 't': 209.52800000000002, 'r': 298.802, 'b': 193.46500000000003, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 119.0]}]",
list_item,"T. L. Team et al. , 'A careful examination of large behavior models for multitask dexterous manipulation,' arXiv , 2025. 1, 2","[{'page_no': 8, 'bbox': {'l': 57.985, 't': 191.45799999999997, 'r': 298.802, 'b': 175.50700000000006, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 129.0]}]",
list_item,"J. Lee, J. Duan, H. Fang et al. , 'MolmoAct: Action reasoning models that can reason in space,' arXiv , 2025. 1","[{'page_no': 8, 'bbox': {'l': 57.985, 't': 173.50099999999998, 'r': 298.802, 'b': 157.54899999999998, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 115.0]}]",
list_item,"A. Padalkar et al. , 'Open X-Embodiment: Robotic learning datasets and rt-x models,' arXiv , 2023. 1, 2","[{'page_no': 8, 'bbox': {'l': 57.985, 't': 155.543, 'r': 298.802, 'b': 139.59199999999998, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 107.0]}]",
list_item,"R. McCarthy, D. C. Tan, D. Schmidt, F. Acero, N. Herr, Y. Du, T. G. Thuruthel, and Z. Li, 'Towards generalist robot learning from internet video: A survey,' JAIR , 2024. 1","[{'page_no': 8, 'bbox': {'l': 57.985, 't': 137.44299999999998, 'r': 298.802, 'b': 112.668, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 175.0]}]",
list_item,"L. Wang, Y. Ling, Z. Yuan, M. Shridhar, C. Bao, Y. Qin, B. Wang, H. Xu, and X. Wang, 'GenSim: Generating robotic simulation tasks via large language models,' arXiv , 2023. 1, 2, 3","[{'page_no': 8, 'bbox': {'l': 57.985, 't': 110.519, 'r': 298.802, 'b': 85.74400000000003, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 183.0]}]",
list_item,"P. Hua, M. Liu, A. Macaluso, Y. Lin, W. Zhang, H. Xu, and L. Wang, 'GenSim2: Scaling robot data generation with multi-modal and reasoning llms,' in CoRL , 2024. 1, 2, 3","[{'page_no': 8, 'bbox': {'l': 57.985, 't': 83.59500000000003, 'r': 298.802, 'b': 58.82000000000005, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 172.0]}]",
list_item,"Y. Wang, Z. Xian, F. Chen, T.-H. Wang, Y. Wang, Z. Erickson, D. Held, and C. Gan, 'RoboGen: Towards unleashing infinite data for automated robot learning via generative simulation,' ICML , 2024. 1","[{'page_no': 8, 'bbox': {'l': 313.2, 't': 735.151, 'r': 558.002, 'b': 701.41, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 201.0]}]",
list_item,"J. Liang, W. Huang, F. Xia, P. Xu, K. Hausman, B. Ichter, P. R. Florence, and A. Zeng, 'Code as policies: Language model programs for embodied control,' ICRA , 2022. 1, 2, 5","[{'page_no': 8, 'bbox': {'l': 313.2, 't': 698.688, 'r': 558.002, 'b': 673.913, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 178.0]}]",
list_item,"J. Wei, X. Wang, D. Schuurmans, M. Bosma, E. H. Chi, F. Xia, Q. Le, and D. Zhou, 'Chain of thought prompting elicits reasoning in large language models,' NeurIPS , 2022. 1, 2","[{'page_no': 8, 'bbox': {'l': 313.2, 't': 671.191, 'r': 558.002, 'b': 646.417, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 179.0]}]",
list_item,"E. Zelikman, Y. Wu, and N. D. Goodman, 'Star: Bootstrapping reasoning with reasoning,' in NeurIPS , 2022. 1, 2, 4","[{'page_no': 8, 'bbox': {'l': 313.2, 't': 643.694, 'r': 558.002, 'b': 627.886, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 118.0]}]",
list_item,"H. Lin, Z. Sun, Y. Yang, and S. Welleck, 'Lean-STaR: Learning to interleave thinking and proving,' ICLR , 2025. 1","[{'page_no': 8, 'bbox': {'l': 313.2, 't': 625.164, 'r': 558.002, 'b': 609.356, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 118.0]}]",
list_item,"S. R. Motwani, C. Smith, R. J. Das, M. Rybchuk, P. Torr, I. Laptev, F. Pizzati, R. Clark, and C. S. de Witt, 'MALT: Improving reasoning with multi-agent llm training,' COLM , 2025. 1, 2","[{'page_no': 8, 'bbox': {'l': 313.2, 't': 606.633, 'r': 558.002, 'b': 581.859, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 190.0]}]",
list_item,"H. Singh, R. J. Das, M. Han, P. Nakov, and I. Laptev, 'MALMM: Multi-agent large language models for zero-shot robotics manipulation,' IROS , 2025. 2, 3, 4, 5","[{'page_no': 8, 'bbox': {'l': 313.2, 't': 579.136, 'r': 558.002, 'b': 554.362, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 162.0]}]",
list_item,"J. Lee, J. Duan, H. Fang, Y. Deng, S. Liu, B. Li, B. Fang, J. Zhang, Y. R. Wang, S. Lee, W. Han, W. Pumacay, A. Wu, R. Hendrix, K. Farley, E. VanderBilt, A. Farhadi, D. Fox, and R. Krishna, 'Molmo and pixmo: Open weights and open data for state-of-the-art visionlanguage models,' CVPR , 2024. 2, 4","[{'page_no': 8, 'bbox': {'l': 313.2, 't': 551.64, 'r': 558.002, 'b': 508.932, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 302.0]}]",
list_item,"W. Yuan, A. Murali, A. Mousavian, and D. Fox, 'M2T2: Multi-task masked transformer for object-centric pick and place,' in CoRL , 2023. 2, 4","[{'page_no': 8, 'bbox': {'l': 313.2, 't': 506.21, 'r': 558.002, 'b': 481.435, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 144.0]}]",
list_item,"S. Levine, C. Finn, T. Darrell, and P. Abbeel, 'End-to-end training of deep visuomotor policies,' JMLR , 2015. 2","[{'page_no': 8, 'bbox': {'l': 313.2, 't': 478.713, 'r': 558.002, 'b': 462.905, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 117.0]}]",
list_item,"P. R. Florence, C. Lynch, A. Zeng, O. Ramirez, A. Wahid, L. Downs, A. S. Wong, J. Lee, I. Mordatch, and J. Tompson, 'Implicit behavioral cloning,' in CoRL , 2022. 2","[{'page_no': 8, 'bbox': {'l': 313.2, 't': 460.183, 'r': 558.002, 'b': 435.408, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 169.0]}]",
list_item,"P.-L. Guhur, S. Chen, R. G. Pinel, M. Tapaswi, I. Laptev, and C. Schmid, 'Instruction-driven history-aware policies for robotic manipulations,' in CoRL , 2023. 2","[{'page_no': 8, 'bbox': {'l': 313.2, 't': 432.686, 'r': 558.002, 'b': 407.911, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 166.0]}]",
list_item,"A. Brohan et al. , 'RT-2: Vision-language-action models transfer web knowledge to robotic control,' arXiv , 2023. 2","[{'page_no': 8, 'bbox': {'l': 313.2, 't': 405.332, 'r': 558.002, 'b': 389.381, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 120.0]}]",
list_item,"X. Li et al. , 'ManipLLM: Embodied multimodal large language model for object-centric robotic manipulation,' CVPR , 2023. 2","[{'page_no': 8, 'bbox': {'l': 313.2, 't': 386.801, 'r': 558.002, 'b': 370.85, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 128.0]}]",
list_item,"W. Huang, C. Wang, R. Zhang, Y. Li, J. Wu, and L. Fei-Fei, 'VoxPoser: Composable 3d value maps for robotic manipulation with language models,' CoRL , 2023. 2, 5","[{'page_no': 8, 'bbox': {'l': 313.2, 't': 368.128, 'r': 558.002, 'b': 343.353, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 165.0]}]",
list_item,"J. Duan, W. Pumacay, N. Kumar, Y. R. Wang, S. Tian, W. Yuan, R. Krishna, D. Fox, A. Mandlekar, and Y. Guo, 'AHA: A visionlanguage-model for detecting and reasoning over failures in robotic manipulation,' ICLR , 2025. 2","[{'page_no': 8, 'bbox': {'l': 313.2, 't': 340.631, 'r': 558.002, 'b': 306.89, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 223.0]}]",
