label,content,prov,level
text,"In the figure, we notice that all interval settings yield consistent improvements compared to models without RULER tokens in all datasets. However, varying the RULER token interval does not yield significant or consistent improvements on the benchmarks. Based on the results, we adopt the setting of s = 8 as a good trade-off between performance and efficiency. However, it should be noted that in extremely low-resolution settings such as mobile phone screenshot grounding, an interval s = 16 may inject only a single RULER token, leading to reduced performance in the mobile-related subtasks of ScreenSpot and ScreenSpot-V2.","[{'page_no': 7, 'bbox': {'l': 72.0, 't': 330.618, 'r': 540.003, 'b': 267.52099999999996, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 626.0]}]",
section_header,5.3 Efficiency Analysis,"[{'page_no': 7, 'bbox': {'l': 72.0, 't': 250.84799999999996, 'r': 174.954, 'b': 241.89200000000005, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 23.0]}]",1.0
text,"To demonstrate the efficiency of adding RULER tokens, we provide an efficiency analysis in the p = 8 setting in Figure 4. In this figure, we report the ratio of RULER tokens to image tokens in common resolutions of mobile phones and computer screens under different interval settings. Even in the extreme 8K screenshot scenarios and using an interval of s = 2 , RULER only adds 68 additional tokens, which is merely 0.2% of the total number of vision tokens. For low-resolution mobile screenshots, the highest ratio of RULER to vision tokens observed is 2.8%, where the impact on efficiency remains negligible. These results confirm that the introduction of tokens RULER can effectively improve grounding performance while maintaining efficiency.","[{'page_no': 7, 'bbox': {'l': 72.0, 't': 230.34000000000003, 'r': 540.003, 'b': 156.01599999999996, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 746.0]}]",
section_header,6 Conclusions and Limitations,"[{'page_no': 7, 'bbox': {'l': 72.0, 't': 136.78300000000002, 'r': 236.085, 'b': 126.03499999999997, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 29.0]}]",1.0
text,"Wepresented a framework for GUI grounding that replaces implicit position-to-pixel coordinate mapping with explicit spatial guidance. RULER tokens provide coordinate references that transform unstable regression into robust reference and adjustment, while I-MROPE corrects frequency imbalances in the positional embeddings. Our approach achieves consistent improvements across benchmarks, with particularly strong gains on high-resolution displays beyond train-","[{'page_no': 7, 'bbox': {'l': 72.0, 't': 111.21299999999997, 'r': 540.005, 'b': 69.93399999999997, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 461.0]}]",
page_footer,7,"[{'page_no': 7, 'bbox': {'l': 303.509, 't': 48.597999999999956, 'r': 308.49, 'b': 40.04600000000005, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 1.0]}]",
page_header,Improving GUI Grounding with Explicit Position-to-Coordinate Mapping,"[{'page_no': 8, 'bbox': {'l': 158.853, 't': 754.979, 'r': 453.148, 'b': 746.427, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 68.0]}]",
caption,Table 2: Grounding element accuracy on ScreenSpot . The results of models marked with † are adopted from Wu et al. (2025a). Best results per column within each group are shown in bold .,"[{'page_no': 8, 'bbox': {'l': 72.0, 't': 720.01, 'r': 540.003, 'b': 700.145, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 185.0]}]",
caption,Figure 3: Ablation study on RULER token intervals s across different benchmarks and training settings.,"[{'page_no': 8, 'bbox': {'l': 100.31, 't': 228.12900000000002, 'r': 511.688, 'b': 219.25900000000001, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 102.0]}]",
text,MRoPE,"[{'page_no': 8, 'bbox': {'l': 106.549, 't': 277.102, 'r': 122.722, 'b': 272.121, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 5.0]}]",
text,I-MRoPE,"[{'page_no': 8, 'bbox': {'l': 149.336, 't': 277.102, 'r': 168.643, 'b': 272.121, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 7.0]}]",
text,Finetuned,"[{'page_no': 8, 'bbox': {'l': 192.293, 't': 277.102, 'r': 214.41, 'b': 272.121, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 9.0]}]",
text,Training Setting,"[{'page_no': 8, 'bbox': {'l': 135.733, 't': 271.381, 'r': 183.125, 'b': 264.73900000000003, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 16.0]}]",
text,29,"[{'page_no': 8, 'bbox': {'l': 82.845, 't': 292.235, 'r': 88.284, 'b': 287.253, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,31,"[{'page_no': 8, 'bbox': {'l': 82.845, 't': 312.597, 'r': 88.284, 'b': 307.615, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,33,"[{'page_no': 8, 'bbox': {'l': 82.845, 't': 332.959, 'r': 88.284, 'b': 327.977, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,35,"[{'page_no': 8, 'bbox': {'l': 82.845, 't': 353.32, 'r': 88.284, 'b': 348.339, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,37,"[{'page_no': 8, 'bbox': {'l': 82.845, 't': 373.682, 'r': 88.284, 'b': 368.701, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,Performance Score,"[{'page_no': 8, 'bbox': {'l': 74.46, 't': 363.414, 'r': 81.102, 'b': 307.974, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 17.0]}]",
text,29.2,"[{'page_no': 8, 'bbox': {'l': 97.282, 't': 298.603, 'r': 106.272, 'b': 293.898, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,29.4,"[{'page_no': 8, 'bbox': {'l': 141.639, 't': 300.64, 'r': 150.629, 'b': 295.935, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,34.6,"[{'page_no': 8, 'bbox': {'l': 185.996, 't': 353.58, 'r': 194.986, 'b': 348.875, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,32.3,"[{'page_no': 8, 'bbox': {'l': 106.154, 't': 330.164, 'r': 115.144, 'b': 325.459, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,32.7,"[{'page_no': 8, 'bbox': {'l': 150.511, 't': 334.237, 'r': 159.501, 'b': 329.532, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,36.5,"[{'page_no': 8, 'bbox': {'l': 194.868, 't': 372.924, 'r': 203.857, 'b': 368.219, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,32.1,"[{'page_no': 8, 'bbox': {'l': 115.025, 't': 328.128, 'r': 124.015, 'b': 323.423, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,32.9,"[{'page_no': 8, 'bbox': {'l': 159.382, 't': 336.273, 'r': 168.372, 'b': 331.568, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,37.2,"[{'page_no': 8, 'bbox': {'l': 203.739, 't': 380.051, 'r': 212.729, 'b': 375.346, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,31.9,"[{'page_no': 8, 'bbox': {'l': 123.897, 't': 326.092, 'r': 132.886, 'b': 321.387, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,32.7,"[{'page_no': 8, 'bbox': {'l': 168.253, 't': 334.237, 'r': 177.243, 'b': 329.532, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,37.1,"[{'page_no': 8, 'bbox': {'l': 212.61, 't': 379.033, 'r': 221.6, 'b': 374.328, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,ScreenSpot-Pro,"[{'page_no': 8, 'bbox': {'l': 130.269, 't': 405.07, 'r': 188.592, 'b': 397.254, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 14.0]}]",
text,MRoPE,"[{'page_no': 8, 'bbox': {'l': 261.212, 't': 277.102, 'r': 277.384, 'b': 272.121, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 5.0]}]",
text,I-MRoPE,"[{'page_no': 8, 'bbox': {'l': 303.998, 't': 277.102, 'r': 323.305, 'b': 272.121, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 7.0]}]",
text,Finetuned,"[{'page_no': 8, 'bbox': {'l': 346.956, 't': 277.102, 'r': 369.072, 'b': 272.121, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 9.0]}]",
text,Training Setting,"[{'page_no': 8, 'bbox': {'l': 290.396, 't': 271.381, 'r': 337.787, 'b': 264.73900000000003, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 16.0]}]",
text,81,"[{'page_no': 8, 'bbox': {'l': 237.508, 't': 291.387, 'r': 242.947, 'b': 286.405, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,83,"[{'page_no': 8, 'bbox': {'l': 237.508, 't': 310.052, 'r': 242.947, 'b': 305.07, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,85,"[{'page_no': 8, 'bbox': {'l': 237.508, 't': 328.717, 'r': 242.947, 'b': 323.735, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,87,"[{'page_no': 8, 'bbox': {'l': 237.508, 't': 347.382, 'r': 242.947, 'b': 342.4, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,89,"[{'page_no': 8, 'bbox': {'l': 237.508, 't': 366.047, 'r': 242.947, 'b': 361.065, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,91,"[{'page_no': 8, 'bbox': {'l': 237.508, 't': 384.712, 'r': 242.947, 'b': 379.73, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,82.5,"[{'page_no': 8, 'bbox': {'l': 251.945, 't': 309.548, 'r': 260.935, 'b': 304.843, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,83.0,"[{'page_no': 8, 'bbox': {'l': 296.302, 't': 314.214, 'r': 305.292, 'b': 309.509, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,86.8,"[{'page_no': 8, 'bbox': {'l': 340.659, 't': 349.678, 'r': 349.649, 'b': 344.973, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,83.7,"[{'page_no': 8, 'bbox': {'l': 260.817, 't': 320.747, 'r': 269.806, 'b': 316.042, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,84.5,"[{'page_no': 8, 'bbox': {'l': 305.173, 't': 328.213, 'r': 314.163, 'b': 323.508, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,87.8,"[{'page_no': 8, 'bbox': {'l': 349.53, 't': 359.01, 'r': 358.52, 'b': 354.305, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,83.3,"[{'page_no': 8, 'bbox': {'l': 269.688, 't': 317.014, 'r': 278.678, 'b': 312.309, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,83.6,"[{'page_no': 8, 'bbox': {'l': 314.045, 't': 319.814, 'r': 323.035, 'b': 315.109, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,87.7,"[{'page_no': 8, 'bbox': {'l': 358.402, 't': 358.077, 'r': 367.392, 'b': 353.372, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,83.1,"[{'page_no': 8, 'bbox': {'l': 278.559, 't': 315.147, 'r': 287.549, 'b': 310.442, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,84.1,"[{'page_no': 8, 'bbox': {'l': 322.916, 't': 324.48, 'r': 331.906, 'b': 319.775, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,87.1,"[{'page_no': 8, 'bbox': {'l': 367.273, 't': 352.477, 'r': 376.263, 'b': 347.772, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,ScreenSpot,"[{'page_no': 8, 'bbox': {'l': 292.787, 't': 405.07, 'r': 335.405, 'b': 397.254, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 10.0]}]",
text,MRoPE,"[{'page_no': 8, 'bbox': {'l': 415.875, 't': 277.102, 'r': 432.047, 'b': 272.121, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 5.0]}]",
text,I-MRoPE,"[{'page_no': 8, 'bbox': {'l': 458.661, 't': 277.102, 'r': 477.968, 'b': 272.121, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 7.0]}]",
text,Finetuned,"[{'page_no': 8, 'bbox': {'l': 501.619, 't': 277.102, 'r': 523.735, 'b': 272.121, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 9.0]}]",
text,Training Setting,"[{'page_no': 8, 'bbox': {'l': 445.059, 't': 271.381, 'r': 492.45, 'b': 264.73900000000003, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 16.0]}]",
text,81,"[{'page_no': 8, 'bbox': {'l': 392.17, 't': 291.387, 'r': 397.61, 'b': 286.405, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,83,"[{'page_no': 8, 'bbox': {'l': 392.17, 't': 310.052, 'r': 397.61, 'b': 305.07, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,85,"[{'page_no': 8, 'bbox': {'l': 392.17, 't': 328.717, 'r': 397.61, 'b': 323.735, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,87,"[{'page_no': 8, 'bbox': {'l': 392.17, 't': 347.382, 'r': 397.61, 'b': 342.4, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,89,"[{'page_no': 8, 'bbox': {'l': 392.17, 't': 366.047, 'r': 397.61, 'b': 361.065, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,91,"[{'page_no': 8, 'bbox': {'l': 392.17, 't': 384.712, 'r': 397.61, 'b': 379.73, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
text,84.0,"[{'page_no': 8, 'bbox': {'l': 406.608, 't': 323.547, 'r': 415.598, 'b': 318.842, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,84.5,"[{'page_no': 8, 'bbox': {'l': 450.965, 't': 328.213, 'r': 459.955, 'b': 323.508, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,88.2,"[{'page_no': 8, 'bbox': {'l': 495.322, 't': 362.743, 'r': 504.312, 'b': 358.038, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,85.5,"[{'page_no': 8, 'bbox': {'l': 415.479, 't': 337.545, 'r': 424.469, 'b': 332.84, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,86.1,"[{'page_no': 8, 'bbox': {'l': 459.836, 't': 343.145, 'r': 468.826, 'b': 338.44, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,89.2,"[{'page_no': 8, 'bbox': {'l': 504.193, 't': 372.076, 'r': 513.183, 'b': 367.371, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,85.6,"[{'page_no': 8, 'bbox': {'l': 424.351, 't': 338.479, 'r': 433.341, 'b': 333.774, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,86.0,"[{'page_no': 8, 'bbox': {'l': 468.708, 't': 342.212, 'r': 477.697, 'b': 337.507, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,89.0,"[{'page_no': 8, 'bbox': {'l': 513.064, 't': 370.209, 'r': 522.054, 'b': 365.504, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,85.4,"[{'page_no': 8, 'bbox': {'l': 433.222, 't': 336.612, 'r': 442.212, 'b': 331.907, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,85.7,"[{'page_no': 8, 'bbox': {'l': 477.579, 't': 339.412, 'r': 486.569, 'b': 334.707, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,88.6,"[{'page_no': 8, 'bbox': {'l': 521.936, 't': 366.476, 'r': 530.926, 'b': 361.771, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,ScreenSpot-v2,"[{'page_no': 8, 'bbox': {'l': 441.818, 't': 405.07, 'r': 495.691, 'b': 397.254, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 13.0]}]",
text,No RULER,"[{'page_no': 8, 'bbox': {'l': 155.322, 't': 263.759, 'r': 192.16, 'b': 256.01, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 8.0]}]",
text,RULER Interval 4,"[{'page_no': 8, 'bbox': {'l': 224.095, 't': 263.759, 'r': 284.008, 'b': 256.01, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 16.0]}]",
text,RULER Interval 8,"[{'page_no': 8, 'bbox': {'l': 315.935, 't': 263.759, 'r': 375.848, 'b': 256.01, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 16.0]}]",
text,RULER Interval 16,"[{'page_no': 8, 'bbox': {'l': 407.775, 't': 263.759, 'r': 471.918, 'b': 256.01, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 17.0]}]",
text,"ing resolutions, validating its generalization capability. The minimal computational overhead (less than 1% of token increase) makes deployment practical. Future work could explore adaptive token placement and extension to video interfaces. The success of explicit spatial guidance over implicit learning suggests broader applications beyond GUI automation for any task that requires precise visual localization.","[{'page_no': 8, 'bbox': {'l': 72.0, 't': 193.69499999999994, 'r': 540.003, 'b': 152.41599999999994, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 412.0]}]",
section_header,References,"[{'page_no': 8, 'bbox': {'l': 72.0, 't': 132.00800000000004, 'r': 127.544, 'b': 121.25999999999999, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 10.0]}]",1.0
text,"Shuai Bai, Keqin Chen, Xuejing Liu, Jialin Wang, Wenbin Ge, Sibo Song, Kai Dang, Peng Wang, Shijie Wang, Jun Tang, Humen Zhong, Yuanzhi Zhu, Mingkun Yang, Zhaohai Li, Jianqiang Wan, Pengfei Wang, Wei Ding, Zheren Fu, Yiheng Xu, Jiabo Ye, Xi Zhang, Tianbao Xie, Zesen Cheng, Hang Zhang, Zhibo Yang, Haiyang Xu, and Junyang Lin. Qwen2.5-vl technical report. arXiv preprint arXiv: 2502.13923 , 2025.","[{'page_no': 8, 'bbox': {'l': 72.0, 't': 111.21299999999997, 'r': 540.003, 'b': 69.93399999999997, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 396.0]}]",
page_footer,8,"[{'page_no': 8, 'bbox': {'l': 303.509, 't': 48.597999999999956, 'r': 308.49, 'b': 40.04600000000005, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 1.0]}]",
page_header,Improving GUI Grounding with Explicit Position-to-Coordinate Mapping,"[{'page_no': 9, 'bbox': {'l': 158.853, 't': 754.979, 'r': 453.148, 'b': 746.427, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 68.0]}]",
caption,Table 3: Grounding element accuracy on ScreenSpot-V2 . The results of models marked with † are adopted from Wu et al. (2025a). Best results per column within each group are shown in bold .,"[{'page_no': 9, 'bbox': {'l': 72.0, 't': 720.01, 'r': 540.003, 'b': 700.145, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 188.0]}]",
caption,Figure 4: Analysis of the ratio of the number of RULER tokens to the number of image tokens under common mobile phone and computer screen resolutions for different RULER intervals. All numbers are in percentages (%).,"[{'page_no': 9, 'bbox': {'l': 72.0, 't': 274.0930000000001, 'r': 539.997, 'b': 254.63200000000006, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 216.0]}]",
text,320×240,"[{'page_no': 9, 'bbox': {'l': 95.546, 't': 326.415, 'r': 118.031, 'b': 303.93, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 7.0]}]",
text,640×480,"[{'page_no': 9, 'bbox': {'l': 123.748, 't': 326.415, 'r': 146.233, 'b': 303.93, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 7.0]}]",
text,800×600,"[{'page_no': 9, 'bbox': {'l': 151.95, 't': 326.415, 'r': 174.435, 'b': 303.93, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 7.0]}]",
text,1024×768,"[{'page_no': 9, 'bbox': {'l': 177.694, 't': 326.415, 'r': 202.637, 'b': 301.473, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 8.0]}]",
text,1280×1024,"[{'page_no': 9, 'bbox': {'l': 203.439, 't': 326.415, 'r': 230.839, 'b': 299.015, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 9.0]}]",
text,1366×768,"[{'page_no': 9, 'bbox': {'l': 234.098, 't': 326.415, 'r': 259.041, 'b': 301.473, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 8.0]}]",
text,1600×900,"[{'page_no': 9, 'bbox': {'l': 262.3, 't': 326.415, 'r': 287.243, 'b': 301.473, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 8.0]}]",
text,1920×1080,"[{'page_no': 9, 'bbox': {'l': 288.045, 't': 326.415, 'r': 315.445, 'b': 299.015, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 9.0]}]",
text,2560×1440,"[{'page_no': 9, 'bbox': {'l': 316.247, 't': 326.415, 'r': 343.647, 'b': 299.015, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 9.0]}]",
text,2560×1600,"[{'page_no': 9, 'bbox': {'l': 344.449, 't': 326.415, 'r': 371.849, 'b': 299.015, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 9.0]}]",
text,3200×1800,"[{'page_no': 9, 'bbox': {'l': 372.651, 't': 326.415, 'r': 400.051, 'b': 299.015, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 9.0]}]",
text,3440×1440,"[{'page_no': 9, 'bbox': {'l': 400.853, 't': 326.415, 'r': 428.253, 'b': 299.015, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 9.0]}]",
text,3840×2160,"[{'page_no': 9, 'bbox': {'l': 429.055, 't': 326.415, 'r': 456.455, 'b': 299.015, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 9.0]}]",
text,5120×2880,"[{'page_no': 9, 'bbox': {'l': 457.257, 't': 326.415, 'r': 484.657, 'b': 299.015, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 9.0]}]",
text,7680×4320,"[{'page_no': 9, 'bbox': {'l': 485.459, 't': 326.415, 'r': 512.859, 'b': 299.015, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 9.0]}]",
text,Image Resolution,"[{'page_no': 9, 'bbox': {'l': 281.349, 't': 298.231, 'r': 349.293, 'b': 289.318, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 16.0]}]",
text,0.0,"[{'page_no': 9, 'bbox': {'l': 85.66, 't': 336.409, 'r': 94.349, 'b': 330.043, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 3.0]}]",
text,0.5,"[{'page_no': 9, 'bbox': {'l': 85.66, 't': 356.643, 'r': 94.349, 'b': 350.276, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 3.0]}]",
text,1.0,"[{'page_no': 9, 'bbox': {'l': 85.66, 't': 376.876, 'r': 94.349, 'b': 370.51, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 3.0]}]",
text,1.5,"[{'page_no': 9, 'bbox': {'l': 85.66, 't': 397.11, 'r': 94.349, 'b': 390.744, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 3.0]}]",
text,2.0,"[{'page_no': 9, 'bbox': {'l': 85.66, 't': 417.344, 'r': 94.349, 'b': 410.977, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 3.0]}]",
text,2.5,"[{'page_no': 9, 'bbox': {'l': 85.66, 't': 437.577, 'r': 94.349, 'b': 431.211, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 3.0]}]",
text,# RULER Tokens / # Image Tokens (%),"[{'page_no': 9, 'bbox': {'l': 75.922, 't': 455.94, 'r': 83.562, 'b': 324.938, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 35.0]}]",
text,2.8%,"[{'page_no': 9, 'bbox': {'l': 109.585, 't': 455.298, 'r': 126.241, 'b': 447.658, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,1.4%,"[{'page_no': 9, 'bbox': {'l': 137.787, 't': 401.537, 'r': 154.443, 'b': 393.897, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,1.3%,"[{'page_no': 9, 'bbox': {'l': 165.989, 't': 393.631, 'r': 182.645, 'b': 385.992, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,1.0%,"[{'page_no': 9, 'bbox': {'l': 194.191, 't': 381.95, 'r': 210.847, 'b': 374.31, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.7%,"[{'page_no': 9, 'bbox': {'l': 222.393, 't': 371.42, 'r': 239.049, 'b': 363.781, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.9%,"[{'page_no': 9, 'bbox': {'l': 250.595, 't': 381.232, 'r': 267.251, 'b': 373.593, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.8%,"[{'page_no': 9, 'bbox': {'l': 278.797, 't': 374.603, 'r': 295.453, 'b': 366.963, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.7%,"[{'page_no': 9, 'bbox': {'l': 306.999, 't': 369.957, 'r': 323.655, 'b': 362.318, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.5%,"[{'page_no': 9, 'bbox': {'l': 335.201, 't': 362.344, 'r': 351.857, 'b': 354.705, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.4%,"[{'page_no': 9, 'bbox': {'l': 363.403, 't': 360.332, 'r': 380.059, 'b': 352.692, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.4%,"[{'page_no': 9, 'bbox': {'l': 391.605, 't': 358.588, 'r': 408.261, 'b': 350.949, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.5%,"[{'page_no': 9, 'bbox': {'l': 419.807, 't': 362.502, 'r': 436.463, 'b': 354.863, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
